Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Block?, Class Name
chisel:blockgold:2, Block of Gold, tile.chisel.blockGold, true, net.minecraft.item.ItemStack
chisel:blockgold:3, Block of Gold, tile.chisel.blockGold, true, net.minecraft.item.ItemStack
chisel:blockgold:4, Block of Gold, tile.chisel.blockGold, true, net.minecraft.item.ItemStack
chisel:blockgold:5, Block of Gold, tile.chisel.blockGold, true, net.minecraft.item.ItemStack
chisel:blockgold:6, Block of Gold, tile.chisel.blockGold, true, net.minecraft.item.ItemStack
chisel:gold:0, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:1, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:2, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:3, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:4, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:5, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:6, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:7, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:8, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:9, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:10, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:11, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:12, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:13, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:gold:14, Block of Gold, tile.chisel.gold, true, net.minecraft.item.ItemStack
chisel:granite:0, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:1, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:2, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:3, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:4, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:5, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:6, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:7, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:8, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:9, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:10, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:11, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:12, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:13, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:14, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite:15, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:0, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:1, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:2, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:3, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:4, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:5, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:6, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:7, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:8, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:9, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:10, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:11, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:12, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:13, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:14, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite1:15, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:granite2:0, Granite, tile.chisel.granite, true, net.minecraft.item.ItemStack
chisel:hardenedclay:0, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:1, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:2, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:3, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:4, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:5, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:6, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:7, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:8, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:9, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:10, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:11, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:12, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:13, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:14, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay:15, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:0, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:1, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:2, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:3, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:4, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:5, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:6, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:7, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:8, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay1:9, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay2:0, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay2:1, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay2:2, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay2:3, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay2:4, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay2:5, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:hardenedclay2:6, Terracotta, tile.chisel.hardenedclay, true, net.minecraft.item.ItemStack
chisel:ice:0, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:1, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:2, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:3, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:4, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:5, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:6, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:7, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:8, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:9, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:10, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:11, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:12, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:13, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:14, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice:15, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:0, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:1, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:2, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:3, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:4, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:5, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:6, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:7, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:8, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:9, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:10, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:11, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:12, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:13, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:14, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice1:15, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:ice2:0, Ice, tile.chisel.ice, true, net.minecraft.item.ItemStack
chisel:icepillar:0, Ice Pillar, tile.chisel.icepillar, true, net.minecraft.item.ItemStack
chisel:icepillar:1, Ice Pillar, tile.chisel.icepillar, true, net.minecraft.item.ItemStack
chisel:icepillar:2, Ice Pillar, tile.chisel.icepillar, true, net.minecraft.item.ItemStack
chisel:icepillar:3, Ice Pillar, tile.chisel.icepillar, true, net.minecraft.item.ItemStack
chisel:icepillar:4, Ice Pillar, tile.chisel.icepillar, true, net.minecraft.item.ItemStack
chisel:icepillar:5, Ice Pillar, tile.chisel.icepillar, true, net.minecraft.item.ItemStack
chisel:icepillar:6, Ice Pillar, tile.chisel.icepillar, true, net.minecraft.item.ItemStack
chisel:blockinvar:0, Block of Invar, tile.chisel.blockInvar, true, net.minecraft.item.ItemStack
chisel:blockinvar:1, Block of Invar, tile.chisel.blockInvar, true, net.minecraft.item.ItemStack
chisel:blockinvar:2, Block of Invar, tile.chisel.blockInvar, true, net.minecraft.item.ItemStack
chisel:blockinvar:3, Block of Invar, tile.chisel.blockInvar, true, net.minecraft.item.ItemStack
chisel:blockinvar:4, Block of Invar, tile.chisel.blockInvar, true, net.minecraft.item.ItemStack
chisel:blockinvar:5, Block of Invar, tile.chisel.blockInvar, true, net.minecraft.item.ItemStack
chisel:blockinvar:6, Block of Invar, tile.chisel.blockInvar, true, net.minecraft.item.ItemStack
chisel:blockiron:0, Block of Iron, tile.chisel.blockIron, true, net.minecraft.item.ItemStack
chisel:blockiron:1, Block of Iron, tile.chisel.blockIron, true, net.minecraft.item.ItemStack
chisel:blockiron:2, Block of Iron, tile.chisel.blockIron, true, net.minecraft.item.ItemStack
chisel:blockiron:3, Block of Iron, tile.chisel.blockIron, true, net.minecraft.item.ItemStack
chisel:blockiron:4, Block of Iron, tile.chisel.blockIron, true, net.minecraft.item.ItemStack
chisel:blockiron:5, Block of Iron, tile.chisel.blockIron, true, net.minecraft.item.ItemStack
chisel:blockiron:6, Block of Iron, tile.chisel.blockIron, true, net.minecraft.item.ItemStack
chisel:iron:0, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:1, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:2, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:3, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:4, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:5, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:6, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:7, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:8, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:9, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:10, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:11, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:12, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:13, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:iron:14, Block of Iron, tile.chisel.iron, true, net.minecraft.item.ItemStack
chisel:ironpane:0, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:1, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:2, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:3, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:4, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:5, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:6, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:7, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:8, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:9, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:10, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:ironpane:11, Iron Bars (WIP!), tile.chisel.ironpane, true, net.minecraft.item.ItemStack
chisel:laboratory:0, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:1, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:2, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:3, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:4, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:5, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:6, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:7, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:8, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:9, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:10, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:11, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:12, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:13, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:14, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:laboratory:15, Laboratory Block, tile.chisel.laboratory, true, net.minecraft.item.ItemStack
chisel:lapis:0, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lapis:1, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lapis:2, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lapis:3, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lapis:4, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lapis:5, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lapis:6, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lapis:7, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lapis:8, Lapis Lazuli Block, tile.chisel.lapis, true, net.minecraft.item.ItemStack
chisel:lavastone:0, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:1, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:2, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:3, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:4, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:5, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:6, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:7, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:8, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:9, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:10, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:11, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:12, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:13, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:14, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone:15, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:0, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:1, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:2, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:3, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:4, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:5, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:6, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:7, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:8, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:9, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:10, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:11, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:12, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:13, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:14, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone1:15, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:lavastone2:0, Lavastone, tile.chisel.lavastone, true, net.minecraft.item.ItemStack
chisel:blocklead:0, Block of Lead, tile.chisel.blockLead, true, net.minecraft.item.ItemStack
chisel:blocklead:1, Block of Lead, tile.chisel.blockLead, true, net.minecraft.item.ItemStack
chisel:blocklead:2, Block of Lead, tile.chisel.blockLead, true, net.minecraft.item.ItemStack
chisel:blocklead:3, Block of Lead, tile.chisel.blockLead, true, net.minecraft.item.ItemStack
chisel:blocklead:4, Block of Lead, tile.chisel.blockLead, true, net.minecraft.item.ItemStack
chisel:blocklead:5, Block of Lead, tile.chisel.blockLead, true, net.minecraft.item.ItemStack
chisel:blocklead:6, Block of Lead, tile.chisel.blockLead, true, net.minecraft.item.ItemStack
chisel:limestone:0, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:1, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:2, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:3, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:4, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:5, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:6, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:7, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:8, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:9, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:10, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:11, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:12, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:13, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:14, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone:15, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:0, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:1, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:2, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:3, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:4, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:5, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:6, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:7, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:8, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone1:9, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone2:0, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone2:1, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone2:2, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone2:3, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone2:4, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone2:5, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone2:6, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:limestone2:7, Limestone, tile.chisel.limestone, true, net.minecraft.item.ItemStack
chisel:marble:0, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:1, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:2, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:3, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:4, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:5, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:6, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:7, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:8, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:9, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:10, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:11, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:12, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:13, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:14, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble:15, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:0, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:1, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:2, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:3, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:4, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:5, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:6, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:7, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:8, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble1:9, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble2:0, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble2:1, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble2:2, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble2:3, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble2:4, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble2:5, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble2:6, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marble2:7, Marble, tile.chisel.marble, true, net.minecraft.item.ItemStack
chisel:marblepillar:0, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:1, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:2, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:3, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:4, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:5, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:6, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:7, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:8, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
chisel:marblepillar:9, Marble Pillar, tile.chisel.marblepillar, true, net.minecraft.item.ItemStack
